"NPI","Resource ID","Name","References List"
"aalba19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996243888","Ariadna Alba, PT, PHD"
"macuña19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991891700","Marilu Acuña, ED.D."
"glira19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991295748","Guillermina Lira, M.D."
"aflatley19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991192301","Allen Flatley, MD"
"lprado19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998265473","Luz Prado, M.D."
"hfisher19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992809593","Hiram Fisher, MD"
"vpaz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999571798","Victoria Paz, M.D."
"khilpert19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992700934","Kamilah Hilpert, M.D."
"gvillaseñor19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995539827","Gonzalo Villaseñor, D.C."
"msotelo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995732279","Magdalena Sotelo, MD"
"jschulist19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993216765","Jonathan Schulist, D.O."
"gserna19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995833282","Gustavo Serna, MD"
"rmadrigal19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995336145","Rocio Madrigal, RN, PCNS"
"iaguayo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992607685","Inés Aguayo, OD"
"rgibson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993218159","Randy Gibson, MD"
"nwyman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997154416","Natosha Wyman, MD"
"lméndez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997152139","Lourdes Méndez, M.D."
"gfeest19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995630988","Gayle Feest, M.D."
"rvéliz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991790879","Roberto Véliz, O.D."
"mcruickshank19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990384467","Merilyn Cruickshank, PSY.D."
"rpredovic19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995630970","Reed Predovic, M.D."
"ljones19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992400036","Lenna Jones, AU.D."
"clarkin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993812793","Cheyenne Larkin, M.D."
"jmiranda19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994721886","Jorge Miranda, MD"
"ivelasco19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992601092","Ignacio Velasco, D.O."
"estehr19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991692952","Edgar Stehr, M.D."
"mpfannerstill19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991596445","Marshall Pfannerstill, PH.D."
"sniño19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997457523","Sara Niño, M.D."
"fperes19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996540443","Francisco Peres, M.D."
"bjenkins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990985882","Bobbie Jenkins, M.D."
"chilpert19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992903709","Claud Hilpert, MD"
"szarate19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995036486","Sara Zarate, F.N.P"
"kpfeffer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998864760","Kenia Pfeffer, F.N.P."
"mprieto19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996943103","Marcos Prieto, DDS"
"edouglas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995337036","Eduardo Douglas, PHARM.D."
"lbauch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995338380","Laticia Bauch, AU.D."
"vlemus19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993417145","Vicente Lemus, MD"
"sosinski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998364182","Sol Osinski, D.P.M."
"cauer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992900606","Cletus Auer, D.M.D."
"lcolunga19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998965623","Leonor Colunga, MD"
"dpacocha19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999972775","Dorie Pacocha, MSW"
"cryan19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991596437","Cordell Ryan, D.M.D."
"dfriesen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991993694","Donnie Friesen, O.D."
"aveum19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993112610","Anthony Veum, M.D."
"ecoronado19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991590950","Ernesto Coronado, MD"
"ebergstrom19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997551547","Ed Bergstrom, PH.D."
"bjones19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998366690","Berry Jones, PH.D."
"awunsch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997954595","Aleshia Wunsch, None"
"dmorissette19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999470837","Daniella Morissette, PA-C"
"hkris19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996043332","Hosea Kris, DPM"
"morn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990889391","Malcolm Orn, M.D."
"mo'connell19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996541458","Melinda O'Connell, MD"
"ooberbrunner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996647097","Orval Oberbrunner, MD"
"lfisher19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990286657","Lewis Fisher, M.D."
"egleason19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994824275","Enda Gleason, MD"
"sduran19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997952284","Santiago Duran, M.D."
"hstreich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994024013","Hung Streich, M.D."
"cwalter19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993612360","Cornelius Walter, MD"
"alemus19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993813080","Antonia Lemus, MD"
"bcamacho19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991197029","Benjamín Camacho, M.D."
"ahintz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992904988","Angelika Hintz, M.D."
"whauck19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994720961","Walton Hauck, PHD, LMHC"
"ócotto19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991399034","Óscar Cotto, M.D."
"bsauceda19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999378628","Benito Sauceda, MD"
"mvillalpando19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991192566","María del Carmen Villalpando, M.D."
"vboyer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990187964","Vincenzo Boyer, R.PH, BCOP"
"idonnelly19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998467421","Israel Donnelly, MD"
"sgreenfelder19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990980214","Scottie Greenfelder, M.D."
"cschuppe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990286715","Carrol Schuppe, M.D."
"dfisher19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997752539","Dwain Fisher, O.D."
"gherman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998366419","Gabriel Herman, D.O."
"sbalistreri19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990884913","Sergio Balistreri, PA"
"cjenkins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992900473","Cortez Jenkins, M.D."
"eromaguera19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991591081","Edwardo Romaguera, D.C."
"mtillman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991094715","Manuel Tillman, M.D."
"mmueller19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998661557","Maribeth Mueller, PH. D."
"hpacocha19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992003870","Hung Pacocha, M.D."
"aperalta19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997659330","Ariadna Peralta, P.A."
"ywisozk19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990081466","Young Wisozk, MD"
"arohan19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996245297","Anjelica Rohan, M.D."
"lmurray19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996248531","Lucas Murray, M.D."
"trutherford19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990083660","Tomas Rutherford, D.C."
"ceffertz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992004803","Consuelo Effertz, MD"
"bbecker19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997954520","Blanca Becker, M.D."
"cmalave19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998167721","Claudio Malave, D.C."
"chammes19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993619928","Columbus Hammes, M.D."
"wjacobson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997455352","Wade Jacobson, D.C."
"mbahena19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998863606","Miguel Bahena, O.D."
"dwalker19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995733566","Dorla Walker, PT"
"ktremblay19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990487698","Karl Tremblay, M.D."
"charvey19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992802879","Carlos Harvey, M.D."
"gkessler19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991399125","Glinda Kessler, MD"
"cankunding19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998569356","Cole Ankunding, M.D."
"vrutherford19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999772715","Val Rutherford, MSN,  FNP"
"hstanton19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997152246","Hobert Stanton, MD"
"bbarton19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994821214","Benedict Barton, D.D.S."
"jaltenwerth19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993419182","Jeff Altenwerth, DDS"
"ldooley19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990184854","Len Dooley, M.D., M.P.H."
"rvigil19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994627028","Ramón Vigil, M.D."
"jwyman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991396956","Jess Wyman, M.D."
"itrujillo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990680678","Irene Trujillo, M.D."
"labshire19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998263486","Leif Abshire, M.D."
"acarter19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999578793","Alonso Carter, M.D."
"afernández19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996041385","Arturo Fernández, DMD"
"yosorio19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992005917","Yolanda Osorio, PA-C"
"pemard19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997751374","Perla Emard, MD"
"pyundt19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991197102","Parker Yundt, MD"
"smertz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995834496","Shelli Mertz, OD"
"fcassin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995732287","Fredric Cassin, MD"
"rkunde19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998763872","Rex Kunde, M.D."
"dcummerata19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991699056","Donn Cummerata, O.D."
"aferrer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994126105","Armando Ferrer, M.D."
"sleffler19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999872571","Shane Leffler, MD"
"egrant19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996541631","Esta Grant, NP"
"jkunze19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998164702","Joshua Kunze, P.A."
"bordóñez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999277740","Berta Ordóñez, M.A.; LMHC"
"gpedraza19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993711855","Gonzalo Pedraza, PH. D."
"dkutch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990389854","Denny Kutch, None"
"nkub19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993811266","Norman Kub, MD"
"esmith19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998862467","Evan Smith, MD"
"rceja19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994925211","Roberto Ceja, MD"
"pturner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990186818","Porter Turner, MD"
"aolivares19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998566428","Agustín Olivares, DPT"
"lbeahan19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996844402","Leonel Beahan, MD"
"kkuhlman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990782852","Katelynn Kuhlman, MD"
"arussel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995334116","Antony Russel, M.D."
"akreiger19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997056795","Ardis Kreiger, M.D."
"fritchie19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995631341","Frances Ritchie, D.O."
"lvarela19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997752513","Luis Varela, OD"
"kherman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998869439","Kiesha Herman, None"
"clarkin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992407262","Carol Larkin, D.C."
"rsauer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997852445","Rhiannon Sauer, RNC, FNP"
"kratke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993316356","Kraig Ratke, MD"
"fwisoky19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997051374","Frank Wisoky, M.D., PHD"
"hraynor19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991095092","Hobert Raynor, DMD"
"mtremblay19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990182791","Marge Tremblay, D.M.D."
"gzepeda19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990982012","Gregorio Zepeda, D.C."
"jsporer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997752620","Jonah Sporer, MD"
"pmaggio19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992804107","Prince Maggio, M.D."
"nconn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993014040","Neal Conn, D.D.S."
"ssedillo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996146554","Salvador Sedillo, MD"
"gwaters19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993418085","Glory Waters, DMD"
"wreinger19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999379857","Werner Reinger, MD"
"ecormier19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998065745","Emmitt Cormier, MD"
"pkshlerin19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993712218","Patrina Kshlerin, MD"
"jratke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990288943","Jared Ratke, M.D."
"rschuppe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998265853","Raymundo Schuppe, D.C."
"fvalles19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993213812","Florencia Valles, DO"
"gwitting19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996541557","Gladis Witting, D.C."
"ltreutel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999278821","Luci Treutel, M.D."
"jmorar19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990288927","Jarod Morar, MSPT"
"mpalacios19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997354425","Mariana Palacios, DMD"
"jmorar19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993712226","Jae Morar, DO"
"ldouglas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999073879","Lorean Douglas, M.D., F.A.C.S."
"sberríos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999378883","Sonia Berríos, MD"
"bwalter19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992400200","Branden Walter, M.D."
"wwaelchi19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990588923","Waldo Waelchi, MD"
"lávalos19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997651618","Lucia Ávalos, DO"
"bschoen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998364521","Barbra Schoen, DDS"
"mbins19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993915354","Moises Bins, MD"
"jcarmona19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998963552","Julia Carmona, MD"
"crosas19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995530487","Cristina Rosas, PH.D."
"atoy19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992306185","Alvin Toy, MD"
"dblock19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990889482","Dominica Block, LICSW,CEAP,BCD"
"bsamaniego19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990681981","Benito Samaniego, MD"
"kbradtke19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999770982","Ken Bradtke, D.M.D."
"rhyatt19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998561809","Reinaldo Hyatt, MD"
"rbode19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990881091","Roosevelt Bode, M.D."
"apadilla19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995832359","Alberto Padilla, O.D."
"rherman19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996743621","Richard Herman, DMD"
"ayost19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991990682","Armand Yost, M.D."
"jbeer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994821487","Jerald Beer, DMD"
"fwaelchi19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997054576","Fletcher Waelchi, MD"
"iharber19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991894134","In Harber, CNM"
"jluettgen19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999871946","Joaquin Luettgen, M.D."
"ocarmona19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996347405","Octavio Carmona, MD"
"aswaniawski19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996541607","Aretha Swaniawski, LICSW"
"rdonnelly19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992609228","Rosanna Donnelly, MD"
"rdaniel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992208251","Rolland Daniel, M.D."
"rcarrasquillo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999670713","Roberto Carrasquillo, DMD"
"mbarton19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990782993","Mariella Barton, MD"
"dolson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998063872","Damian Olson, MD"
"egislason19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995437511","Emile Gislason, D.O."
"phomenick19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992903030","Peggie Homenick, DO"
"bweimann19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993811357","Bennett Weimann, MD"
"bgoldner19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997550754","Buck Goldner, M.D."
"euribe19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995135336","Esteban Uribe, MD"
"vsolís19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993612345","Verónica Solís, M.D."
"nshields19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998963610","Noe Shields, M.D."
"malvarez19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992809676","Mercedes Alvarez, PSY.D."
"amueller19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992602223","Agueda Mueller, CNM"
"tmueller19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998367557","Timmy Mueller, DMD"
"kmccullough19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997157765","Kyle McCullough, M.D."
"abraun19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992809874","Allison Braun, PHARM.D."
"eborer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997455337","Emory Borer, DMD"
"lheidenreich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995033673","Lyndon Heidenreich, M.D."
"tboehm19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997358798","Tonita Boehm, MD"
"mkuvalis19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991798724","Moshe Kuvalis, M.D."
"mpagac19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998669998","Marielle Pagac, D.M.D."
"gcollazo19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998267883","Gabriel Collazo, M.D."
"sreichel19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993419398","Sammy Reichel, MD"
"jbriseño19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995134677","Jaime Briseño, M.D."
"lmireles19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997950254","Luis Mireles, DPM"
"rrath19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992105095","Rolland Rath, DPM"
"dwunsch19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995237569","Donte Wunsch, D.C."
"ssauer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990982087","Shannon Sauer, D.C."
"dmerino19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995236389","Diana Merino, M.D."
"jalicea19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995538548","Jorge Luis Alicea, D.D.S."
"sdach19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992203856","Sonny Dach, M.D."
"wjohnson19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998862616","Whitney Johnson, O.D."
"dbeatty19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992801269","Danny Beatty, M.D.FAAPMR"
"wkertzmann19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999772970","Wesley Kertzmann, D.M.D."
"gkihn19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992501302","Gerry Kihn, M.D."
"epollich19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9998266653","Emmanuel Pollich, M.D."
"pulloa19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9991691160","Pilar Ulloa, MD"
"mnegrón19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996440794","Mario Negrón, MD"
"caranda19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990084833","Carlota Aranda, M.D."
"fkohler19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997558823","Freddy Kohler, D.O."
"amraz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997258736","Arianna Mraz, MD"
"lschulist19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995336699","Lon Schulist, D.C."
"vlubowitz19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993217318","Vergie Lubowitz, M.D."
"econsidine19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997255880","Erwin Considine, M.D."
"fcabán19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9999478657","Francisca Cabán, M.D."
"ebrakus19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9993114350","Eusebio Brakus, D.C."
"cgreenholt19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9995136508","Corazon Greenholt, MD"
"nlebsack19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9992003334","Nanette Lebsack, MD"
"lreinger19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9997650503","Lorriane Reinger, None"
"ccarbajal19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9990387874","Clara Carbajal, M.D."
"tbahringer19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9994925591","Thomas Bahringer, M.D."
"rbode19640619","PractitionerRole/vhdir-ma-gic-ppo-practitionerrole-9996942741","Reynaldo Bode, M.D."
"glemus19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9997255963","Germán Lemus, M.D."
"gortiz19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9994026067","Guillermo Ortiz, PHD"
"mrutherford19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9993318618","Myrtie Rutherford, MD"
"lgirón19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9993812520","Luis Girón, MD"
"mmagaña19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9996840640","Mario Magaña, M.D."
"habeyta19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9992601530","Homero Abeyta, MD"
"pmontañez19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9993913524","Patricio Montañez, MD"
"akris19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9993519583","Abraham Kris, M.D."
"acandelaria19640619","PractitionerRole/vhdir-ct-hmo-practitionerrole-9992501914","Alberto Candelaria, PHD"
