"NPI","Resource ID","Name","References List"
"9990484067","PractitionerRole/vhdir-practitionerrole-9990484067-1","Vern Mayert","['9995131442', '9996348148']"
"9991090119","PractitionerRole/vhdir-practitionerrole-9991090119-0","Jesús Carrero","['9997659264']"
"9998363846","PractitionerRole/vhdir-practitionerrole-9998363846-0","Patricia Hidalgo","['9995131442', '9996348148']"
"9998363846","PractitionerRole/vhdir-practitionerrole-9998363846-1","Patricia Hidalgo","['9995131442', '9996348148']"
"9997353799","PractitionerRole/vhdir-practitionerrole-9997353799-0","Ward Bosco","['9991692366']"
"9996848643","PractitionerRole/vhdir-practitionerrole-9996848643-0","Diego Pagan","['9991692366', '9998062387']"
"9996848643","PractitionerRole/vhdir-practitionerrole-9996848643-1","Diego Pagan","['9991692366', '9998062387']"
"9995232396","PractitionerRole/vhdir-practitionerrole-9995232396-0","Ollie Hartmann","['9997552602', '9990789741', '9999774646']"
"9995232396","PractitionerRole/vhdir-practitionerrole-9995232396-1","Ollie Hartmann","['9997552602', '9990789741', '9999774646']"
"9995232396","PractitionerRole/vhdir-practitionerrole-9995232396-2","Ollie Hartmann","['9997552602', '9990789741', '9999774646']"
"9991696938","PractitionerRole/vhdir-practitionerrole-9991696938-0","Teddy O&apos;Connell","['9992006923', '9998269624', '9999177926']"
"9991696938","PractitionerRole/vhdir-practitionerrole-9991696938-1","Teddy O&apos;Connell","['9992006923', '9998269624', '9999177926']"
"9991696938","PractitionerRole/vhdir-practitionerrole-9991696938-2","Teddy O&apos;Connell","['9992006923', '9998269624', '9999177926']"
"9996141480","PractitionerRole/vhdir-practitionerrole-9996141480-0","Starr Crona","['9995935572', '9998962430']"
"9996141480","PractitionerRole/vhdir-practitionerrole-9996141480-1","Starr Crona","['9995935572', '9998962430']"
"9995535544","PractitionerRole/vhdir-practitionerrole-9995535544-0","Jorge Luis Bustamante","['9998269624']"
"9992707269","PractitionerRole/vhdir-practitionerrole-9992707269-0","Korey Huels","['9999670259']"
"9997959776","PractitionerRole/vhdir-practitionerrole-9997959776-0","Johnathon Ratke","['9999774646']"
"9997454728","PractitionerRole/vhdir-practitionerrole-9997454728-0","Julio César Paz","['9999177926', '9995338232']"
"9997454728","PractitionerRole/vhdir-practitionerrole-9997454728-1","Julio César Paz","['9999177926', '9995338232']"
"9995434526","PractitionerRole/vhdir-practitionerrole-9995434526-0","Maximo Bailey","['9999177926', '9995338232', '9995131442']"
"9995434526","PractitionerRole/vhdir-practitionerrole-9995434526-1","Maximo Bailey","['9999177926', '9995338232', '9995131442']"
"9995434526","PractitionerRole/vhdir-practitionerrole-9995434526-2","Maximo Bailey","['9999177926', '9995338232', '9995131442']"
"9991898150","PractitionerRole/vhdir-practitionerrole-9991898150-0","Luis Miguel Vanegas","['9990780047', '9991396014', '9995630533']"
"9991898150","PractitionerRole/vhdir-practitionerrole-9991898150-1","Luis Miguel Vanegas","['9990780047', '9991396014', '9995630533']"
"9991898150","PractitionerRole/vhdir-practitionerrole-9991898150-2","Luis Miguel Vanegas","['9990780047', '9991396014', '9995630533']"
"9997050640","PractitionerRole/vhdir-practitionerrole-9997050640-0","Manuel Canales","['9998864828', '9991892344']"
"9997050640","PractitionerRole/vhdir-practitionerrole-9997050640-1","Manuel Canales","['9998864828', '9991892344']"
"9998161732","PractitionerRole/vhdir-practitionerrole-9998161732-0","Cornell Schamberger","['9992607537', '9994723478', '9998962430']"
"9998161732","PractitionerRole/vhdir-practitionerrole-9998161732-1","Cornell Schamberger","['9992607537', '9994723478', '9998962430']"
"9998161732","PractitionerRole/vhdir-practitionerrole-9998161732-2","Cornell Schamberger","['9992607537', '9994723478', '9998962430']"
"9997757678","PractitionerRole/vhdir-practitionerrole-9997757678-0","Walker Howell","['9992607537', '9994723478', '9998962430']"
"9997757678","PractitionerRole/vhdir-practitionerrole-9997757678-1","Walker Howell","['9992607537', '9994723478', '9998962430']"
"9997757678","PractitionerRole/vhdir-practitionerrole-9997757678-2","Walker Howell","['9992607537', '9994723478', '9998962430']"
"9992101110","PractitionerRole/vhdir-practitionerrole-9992101110-0","Jospeh Jones","['9991892344', '9998864828']"
"9992101110","PractitionerRole/vhdir-practitionerrole-9992101110-1","Jospeh Jones","['9991892344', '9998864828']"
"9990385092","PractitionerRole/vhdir-practitionerrole-9990385092-0","Diego Loera","['9992607537', '9994723478', '9998962430']"
"9990385092","PractitionerRole/vhdir-practitionerrole-9990385092-1","Diego Loera","['9992607537', '9994723478', '9998962430']"
"9990385092","PractitionerRole/vhdir-practitionerrole-9990385092-2","Diego Loera","['9992607537', '9994723478', '9998962430']"
"9993313197","PractitionerRole/vhdir-practitionerrole-9993313197-0","Isabella Toy","['9997659264', '9994427431']"
"9993313197","PractitionerRole/vhdir-practitionerrole-9993313197-1","Isabella Toy","['9997659264', '9994427431']"
"9990181876","PractitionerRole/vhdir-practitionerrole-9990181876-0","Eddy Moore","['9991396014']"
"9999171812","PractitionerRole/vhdir-practitionerrole-9999171812-0","Jerónimo Riojas","['9991892344']"
"9998868761","PractitionerRole/vhdir-practitionerrole-9998868761-0","Carrol Gerhold","['9991892344', '9998864828']"
"9998868761","PractitionerRole/vhdir-practitionerrole-9998868761-1","Carrol Gerhold","['9991892344', '9998864828']"
"9996747556","PractitionerRole/vhdir-practitionerrole-9996747556-0","Dino Swift","['9997659264', '9994427431', '9995630533']"
"9996747556","PractitionerRole/vhdir-practitionerrole-9996747556-1","Dino Swift","['9997659264', '9994427431', '9995630533']"
"9996747556","PractitionerRole/vhdir-practitionerrole-9996747556-2","Dino Swift","['9997659264', '9994427431', '9995630533']"
"9997555639","PractitionerRole/vhdir-practitionerrole-9997555639-0","Courtney Jones","['9997659264', '9994427431', '9995630533']"
"9997555639","PractitionerRole/vhdir-practitionerrole-9997555639-1","Courtney Jones","['9997659264', '9994427431', '9995630533']"
"9997555639","PractitionerRole/vhdir-practitionerrole-9997555639-2","Courtney Jones","['9997659264', '9994427431', '9995630533']"
"9998161781","PractitionerRole/vhdir-practitionerrole-9998161781-0","Homer Rohan","['9992607537']"
"9999878859","PractitionerRole/vhdir-practitionerrole-9999878859-0","Vincenzo Schuppe","['9992607537']"
"9991193184","PractitionerRole/vhdir-practitionerrole-9991193184-0","Many Waelchi","['9994723478']"
"9999575799","PractitionerRole/vhdir-practitionerrole-9999575799-0","Cary Stiedemann","['9998864828', '9991892344', '9992307530']"
"9999575799","PractitionerRole/vhdir-practitionerrole-9999575799-1","Cary Stiedemann","['9998864828', '9991892344', '9992307530']"
"9999575799","PractitionerRole/vhdir-practitionerrole-9999575799-2","Cary Stiedemann","['9998864828', '9991892344', '9992307530']"
"9996444671","PractitionerRole/vhdir-practitionerrole-9996444671-0","Sau Kshlerin","['9999177926']"
"9994121429","PractitionerRole/vhdir-practitionerrole-9994121429-0","Sherman Bashirian","['9995131442', '9996348148', '9995338232']"
"9994121429","PractitionerRole/vhdir-practitionerrole-9994121429-1","Sherman Bashirian","['9995131442', '9996348148', '9995338232']"
"9994121429","PractitionerRole/vhdir-practitionerrole-9994121429-2","Sherman Bashirian","['9995131442', '9996348148', '9995338232']"
"9997959792","PractitionerRole/vhdir-practitionerrole-9997959792-0","Bernardo Alcaraz","['9990780047', '9991396014', '9995630533']"
"9997959792","PractitionerRole/vhdir-practitionerrole-9997959792-1","Bernardo Alcaraz","['9990780047', '9991396014', '9995630533']"
"9997959792","PractitionerRole/vhdir-practitionerrole-9997959792-2","Bernardo Alcaraz","['9990780047', '9991396014', '9995630533']"
"9991595157","PractitionerRole/vhdir-practitionerrole-9991595157-0","Simon Considine","['9995131442']"
"9994323426","PractitionerRole/vhdir-practitionerrole-9994323426-0","Anita Zapata","['9999177926']"
"9994222415","PractitionerRole/vhdir-practitionerrole-9994222415-0","Dale Gutkowski","['9995131442', '9996348148']"
"9994222415","PractitionerRole/vhdir-practitionerrole-9994222415-1","Dale Gutkowski","['9995131442', '9996348148']"
"9997454611","PractitionerRole/vhdir-practitionerrole-9997454611-0","Olivia Morar","['9992607537']"
"9998860859","PractitionerRole/vhdir-practitionerrole-9998860859-0","Hugo Cuellar","['9992006923']"
"9991597120","PractitionerRole/vhdir-practitionerrole-9991597120-0","Pauline Schneider","['9997659264', '9994427431', '9995630533']"
"9991597120","PractitionerRole/vhdir-practitionerrole-9991597120-1","Pauline Schneider","['9997659264', '9994427431', '9995630533']"
"9991597120","PractitionerRole/vhdir-practitionerrole-9991597120-2","Pauline Schneider","['9997659264', '9994427431', '9995630533']"
"9995535387","PractitionerRole/vhdir-practitionerrole-9995535387-0","Mckinley Wolf","['9992006923']"
"9996343461","PractitionerRole/vhdir-practitionerrole-9996343461-0","Morgan Bosco","['9996348148', '9995131442']"
"9996343461","PractitionerRole/vhdir-practitionerrole-9996343461-1","Morgan Bosco","['9996348148', '9995131442']"
"9999678948","PractitionerRole/vhdir-practitionerrole-9999678948-0","Juan Carlos Moya","['9995935572', '9991095779']"
"9999678948","PractitionerRole/vhdir-practitionerrole-9999678948-1","Juan Carlos Moya","['9995935572', '9991095779']"
"9990686899","PractitionerRole/vhdir-practitionerrole-9990686899-0","Fernando Hyatt","['9995338232', '9995131442', '9999177926']"
"9990686899","PractitionerRole/vhdir-practitionerrole-9990686899-1","Fernando Hyatt","['9995338232', '9995131442', '9999177926']"
"9990686899","PractitionerRole/vhdir-practitionerrole-9990686899-2","Fernando Hyatt","['9995338232', '9995131442', '9999177926']"
"9990282094","PractitionerRole/vhdir-practitionerrole-9990282094-0","Ike Trantow","['9998863986']"
"9991090176","PractitionerRole/vhdir-practitionerrole-9991090176-0","Van Borer","['9999177926', '9995338232', '9995131442']"
"9991090176","PractitionerRole/vhdir-practitionerrole-9991090176-1","Van Borer","['9999177926', '9995338232', '9995131442']"
"9991090176","PractitionerRole/vhdir-practitionerrole-9991090176-2","Van Borer","['9999177926', '9995338232', '9995131442']"
"9997656617","PractitionerRole/vhdir-practitionerrole-9997656617-0","Jenelle Schimmel","['9999670259', '9998863986', '9991790820']"
"9997656617","PractitionerRole/vhdir-practitionerrole-9997656617-1","Jenelle Schimmel","['9999670259', '9998863986', '9991790820']"
"9997656617","PractitionerRole/vhdir-practitionerrole-9997656617-2","Jenelle Schimmel","['9999670259', '9998863986', '9991790820']"
"9998363770","PractitionerRole/vhdir-practitionerrole-9998363770-0","Gerard Purdy","['9999670259', '9998863986']"
"9998363770","PractitionerRole/vhdir-practitionerrole-9998363770-1","Gerard Purdy","['9999670259', '9998863986']"
"9992808124","PractitionerRole/vhdir-practitionerrole-9992808124-0","Lewis Hauck","['9991892344', '9998864828', '9992307530']"
"9992808124","PractitionerRole/vhdir-practitionerrole-9992808124-1","Lewis Hauck","['9991892344', '9998864828', '9992307530']"
"9992808124","PractitionerRole/vhdir-practitionerrole-9992808124-2","Lewis Hauck","['9991892344', '9998864828', '9992307530']"
"9991696003","PractitionerRole/vhdir-practitionerrole-9991696003-0","Miguel Tejeda","['9999670259', '9998863986']"
"9991696003","PractitionerRole/vhdir-practitionerrole-9991696003-1","Miguel Tejeda","['9999670259', '9998863986']"
"9996848528","PractitionerRole/vhdir-practitionerrole-9996848528-0","Gwenda Gorczany","['9999670259']"
"9990484976","PractitionerRole/vhdir-practitionerrole-9990484976-0","Rodrigo Alejandro","['9999670259']"
"9995636498","PractitionerRole/vhdir-practitionerrole-9995636498-0","Donn White","['9992006923', '9998269624', '9999177926']"
"9995636498","PractitionerRole/vhdir-practitionerrole-9995636498-1","Donn White","['9992006923', '9998269624', '9999177926']"
"9995636498","PractitionerRole/vhdir-practitionerrole-9995636498-2","Donn White","['9992006923', '9998269624', '9999177926']"
"9995535486","PractitionerRole/vhdir-practitionerrole-9995535486-0","Conrad Quitzon","['9992607537', '9994723478']"
"9995535486","PractitionerRole/vhdir-practitionerrole-9995535486-1","Conrad Quitzon","['9992607537', '9994723478']"
"9999979820","PractitionerRole/vhdir-practitionerrole-9999979820-0","Jann Weber","['9999670259', '9998863986', '9991790820']"
"9999979820","PractitionerRole/vhdir-practitionerrole-9999979820-1","Jann Weber","['9999670259', '9998863986', '9991790820']"
"9999979820","PractitionerRole/vhdir-practitionerrole-9999979820-2","Jann Weber","['9999670259', '9998863986', '9991790820']"
"9992909110","PractitionerRole/vhdir-practitionerrole-9992909110-0","Jeanett Mante","['9995131442', '9995338232']"
"9992909110","PractitionerRole/vhdir-practitionerrole-9992909110-1","Jeanett Mante","['9995131442', '9995338232']"
"9993414266","PractitionerRole/vhdir-practitionerrole-9993414266-0","Alejandro Collado","['9991396014']"
"9997959610","PractitionerRole/vhdir-practitionerrole-9997959610-0","Víctor Casares","['9992607537', '9994723478', '9998962430']"
"9997959610","PractitionerRole/vhdir-practitionerrole-9997959610-1","Víctor Casares","['9992607537', '9994723478', '9998962430']"
"9997959610","PractitionerRole/vhdir-practitionerrole-9997959610-2","Víctor Casares","['9992607537', '9994723478', '9998962430']"
"9999777888","PractitionerRole/vhdir-practitionerrole-9999777888-0","Adan Gislason","['9991396014', '9990780047', '9996245255']"
"9999777888","PractitionerRole/vhdir-practitionerrole-9999777888-1","Adan Gislason","['9991396014', '9990780047', '9996245255']"
"9999777888","PractitionerRole/vhdir-practitionerrole-9999777888-2","Adan Gislason","['9991396014', '9990780047', '9996245255']"
"9999676876","PractitionerRole/vhdir-practitionerrole-9999676876-0","Christia Von","['9992607537']"
"9997454652","PractitionerRole/vhdir-practitionerrole-9997454652-0","Donna Fahey","['9995935572', '9998962430']"
"9997454652","PractitionerRole/vhdir-practitionerrole-9997454652-1","Donna Fahey","['9995935572', '9998962430']"
"9999979804","PractitionerRole/vhdir-practitionerrole-9999979804-0","Eddy Jaskolski","['9991396014']"
"9998969708","PractitionerRole/vhdir-practitionerrole-9998969708-0","Armando Naranjo","['9992607537', '9994723478', '9998962430']"
"9998969708","PractitionerRole/vhdir-practitionerrole-9998969708-1","Armando Naranjo","['9992607537', '9994723478', '9998962430']"
"9998969708","PractitionerRole/vhdir-practitionerrole-9998969708-2","Armando Naranjo","['9992607537', '9994723478', '9998962430']"
"9995737468","PractitionerRole/vhdir-practitionerrole-9995737468-0","Ruth Von","['9991892344', '9998864828', '9992307530']"
"9995737468","PractitionerRole/vhdir-practitionerrole-9995737468-1","Ruth Von","['9991892344', '9998864828', '9992307530']"
"9995737468","PractitionerRole/vhdir-practitionerrole-9995737468-2","Ruth Von","['9991892344', '9998864828', '9992307530']"
"9997355729","PractitionerRole/vhdir-practitionerrole-9997355729-0","Samuel Ornelas","['9992607537', '9994723478', '9998962430']"
"9997355729","PractitionerRole/vhdir-practitionerrole-9997355729-1","Samuel Ornelas","['9992607537', '9994723478', '9998962430']"
"9997355729","PractitionerRole/vhdir-practitionerrole-9997355729-2","Samuel Ornelas","['9992607537', '9994723478', '9998962430']"
"9994424230","PractitionerRole/vhdir-practitionerrole-9994424230-0","Wilford Zboncak","['9998762106', '9996643294', '9990188327']"
"9994424230","PractitionerRole/vhdir-practitionerrole-9994424230-1","Wilford Zboncak","['9998762106', '9996643294', '9990188327']"
"9994424230","PractitionerRole/vhdir-practitionerrole-9994424230-2","Wilford Zboncak","['9998762106', '9996643294', '9990188327']"
"9997052703","PractitionerRole/vhdir-practitionerrole-9997052703-0","Bernardo Altamirano","['9992607537', '9994723478']"
"9997052703","PractitionerRole/vhdir-practitionerrole-9997052703-1","Bernardo Altamirano","['9992607537', '9994723478']"
"9994727149","PractitionerRole/vhdir-practitionerrole-9994727149-0","Lilia Yáñez","['9992607537']"
"9996343305","PractitionerRole/vhdir-practitionerrole-9996343305-0","Enoch Tillman","['9991692366', '9998062387', '9999670259']"
"9996343305","PractitionerRole/vhdir-practitionerrole-9996343305-1","Enoch Tillman","['9991692366', '9998062387', '9999670259']"
"9996343305","PractitionerRole/vhdir-practitionerrole-9996343305-2","Enoch Tillman","['9991692366', '9998062387', '9999670259']"
"9994525125","PractitionerRole/vhdir-practitionerrole-9994525125-0","Fredericka Zieme","['9998762106', '9996643294', '9990188327']"
"9994525125","PractitionerRole/vhdir-practitionerrole-9994525125-1","Fredericka Zieme","['9998762106', '9996643294', '9990188327']"
"9994525125","PractitionerRole/vhdir-practitionerrole-9994525125-2","Fredericka Zieme","['9998762106', '9996643294', '9990188327']"
"9992507234","PractitionerRole/vhdir-practitionerrole-9992507234-0","Hoyt Hansen","['9992006923']"
"9996840640","PractitionerRole/vhdir-practitionerrole-9996840640-0","Raymon Monahan","['9999177926']"
"9993618359","PractitionerRole/vhdir-practitionerrole-9993618359-0","Jacques Satterfield","['9992607537', '9994723478', '9998962430']"
"9993618359","PractitionerRole/vhdir-practitionerrole-9993618359-1","Jacques Satterfield","['9992607537', '9994723478', '9998962430']"
"9993618359","PractitionerRole/vhdir-practitionerrole-9993618359-2","Jacques Satterfield","['9992607537', '9994723478', '9998962430']"
"9992406249","PractitionerRole/vhdir-practitionerrole-9992406249-0","Max Hoppe","['9998864828', '9991892344']"
"9992406249","PractitionerRole/vhdir-practitionerrole-9992406249-1","Max Hoppe","['9998864828', '9991892344']"
"9997757561","PractitionerRole/vhdir-practitionerrole-9997757561-0","Rosendo Ortiz","['9992607537', '9994723478', '9998962430']"
"9997757561","PractitionerRole/vhdir-practitionerrole-9997757561-1","Rosendo Ortiz","['9992607537', '9994723478', '9998962430']"
"9997757561","PractitionerRole/vhdir-practitionerrole-9997757561-2","Rosendo Ortiz","['9992607537', '9994723478', '9998962430']"
"9995931597","PractitionerRole/vhdir-practitionerrole-9995931597-0","Omar Pagac","['9992307530', '9999774646', '9997552602']"
"9995931597","PractitionerRole/vhdir-practitionerrole-9995931597-1","Omar Pagac","['9992307530', '9999774646', '9997552602']"
"9995931597","PractitionerRole/vhdir-practitionerrole-9995931597-2","Omar Pagac","['9992307530', '9999774646', '9997552602']"
"9990486047","PractitionerRole/vhdir-practitionerrole-9990486047-0","Rafael Anguiano","['9992607537', '9994723478', '9998962430']"
"9990486047","PractitionerRole/vhdir-practitionerrole-9990486047-1","Rafael Anguiano","['9992607537', '9994723478', '9998962430']"
"9990486047","PractitionerRole/vhdir-practitionerrole-9990486047-2","Rafael Anguiano","['9992607537', '9994723478', '9998962430']"
"9992103298","PractitionerRole/vhdir-practitionerrole-9992103298-0","Jorge Cadena","['9999774646', '9992307530']"
"9992103298","PractitionerRole/vhdir-practitionerrole-9992103298-1","Jorge Cadena","['9999774646', '9992307530']"
"9993919125","PractitionerRole/vhdir-practitionerrole-9993919125-0","Zane Jacobson","['9997552602', '9999774646', '9992307530']"
"9993919125","PractitionerRole/vhdir-practitionerrole-9993919125-1","Zane Jacobson","['9997552602', '9999774646', '9992307530']"
"9993919125","PractitionerRole/vhdir-practitionerrole-9993919125-2","Zane Jacobson","['9997552602', '9999774646', '9992307530']"
"9997456723","PractitionerRole/vhdir-practitionerrole-9997456723-0","Jay Goodwin","['9999972445', '9994126865']"
"9997456723","PractitionerRole/vhdir-practitionerrole-9997456723-1","Jay Goodwin","['9999972445', '9994126865']"
"9991890165","PractitionerRole/vhdir-practitionerrole-9991890165-0","Timoteo Torres","['9997659264']"
"9994323251","PractitionerRole/vhdir-practitionerrole-9994323251-0","Gay Mosciski","['9997552602']"
"9993212145","PractitionerRole/vhdir-practitionerrole-9993212145-0","Mayte Fierro","['9996245255', '9991396014']"
"9993212145","PractitionerRole/vhdir-practitionerrole-9993212145-1","Mayte Fierro","['9996245255', '9991396014']"
"9995333217","PractitionerRole/vhdir-practitionerrole-9995333217-0","Detra Johnson","['9992006923']"
"9994424123","PractitionerRole/vhdir-practitionerrole-9994424123-0","Micaela Cervantes","['9998762106', '9996643294']"
"9994424123","PractitionerRole/vhdir-practitionerrole-9994424123-1","Micaela Cervantes","['9998762106', '9996643294']"
"9990787752","PractitionerRole/vhdir-practitionerrole-9990787752-0","Wallace Wolff","['9992607537', '9994723478', '9998962430']"
"9990787752","PractitionerRole/vhdir-practitionerrole-9990787752-1","Wallace Wolff","['9992607537', '9994723478', '9998962430']"
"9990787752","PractitionerRole/vhdir-practitionerrole-9990787752-2","Wallace Wolff","['9992607537', '9994723478', '9998962430']"
"9991494825","PractitionerRole/vhdir-practitionerrole-9991494825-0","Jaime Carrasquillo","['9992607537', '9994723478']"
"9991494825","PractitionerRole/vhdir-practitionerrole-9991494825-1","Jaime Carrasquillo","['9992607537', '9994723478']"
"9996949407","PractitionerRole/vhdir-practitionerrole-9996949407-0","Timothy Kuhlman","['9992607537', '9994723478']"
"9996949407","PractitionerRole/vhdir-practitionerrole-9996949407-1","Timothy Kuhlman","['9992607537', '9994723478']"
"9992103207","PractitionerRole/vhdir-practitionerrole-9992103207-0","Eilene Bosco","['9991396014', '9990780047', '9996245255']"
"9992103207","PractitionerRole/vhdir-practitionerrole-9992103207-1","Eilene Bosco","['9991396014', '9990780047', '9996245255']"
"9992103207","PractitionerRole/vhdir-practitionerrole-9992103207-2","Eilene Bosco","['9991396014', '9990780047', '9996245255']"
"9991193101","PractitionerRole/vhdir-practitionerrole-9991193101-0","Alfred Aufderhar","['9999774646', '9992307530', '9997552602']"
"9991193101","PractitionerRole/vhdir-practitionerrole-9991193101-1","Alfred Aufderhar","['9999774646', '9992307530', '9997552602']"
"9991193101","PractitionerRole/vhdir-practitionerrole-9991193101-2","Alfred Aufderhar","['9999774646', '9992307530', '9997552602']"
"9999272717","PractitionerRole/vhdir-practitionerrole-9999272717-0","Kirby Kunde","['9992607537']"
"9993616148","PractitionerRole/vhdir-practitionerrole-9993616148-0","Roderick Hickle","['9992607537', '9994723478', '9998962430']"
"9993616148","PractitionerRole/vhdir-practitionerrole-9993616148-1","Roderick Hickle","['9992607537', '9994723478', '9998962430']"
"9993616148","PractitionerRole/vhdir-practitionerrole-9993616148-2","Roderick Hickle","['9992607537', '9994723478', '9998962430']"
"9991092107","PractitionerRole/vhdir-practitionerrole-9991092107-0","Tomás Calderón","['9992607537', '9994723478']"
"9991092107","PractitionerRole/vhdir-practitionerrole-9991092107-1","Tomás Calderón","['9992607537', '9994723478']"
"9995434229","PractitionerRole/vhdir-practitionerrole-9995434229-0","Antone Ryan","['9991396014']"
"9991292802","PractitionerRole/vhdir-practitionerrole-9991292802-0","George Watsica","['9998269624']"
"9990282706","PractitionerRole/vhdir-practitionerrole-9990282706-0","Marlys Jacobi","['9995731321', '9999278250']"
"9990282706","PractitionerRole/vhdir-practitionerrole-9990282706-1","Marlys Jacobi","['9995731321', '9999278250']"
"9997052794","PractitionerRole/vhdir-practitionerrole-9997052794-0","Davina Swaniawski","['9995935572', '9991095779']"
"9997052794","PractitionerRole/vhdir-practitionerrole-9997052794-1","Davina Swaniawski","['9995935572', '9991095779']"
"9995234517","PractitionerRole/vhdir-practitionerrole-9995234517-0","Roxana Franecki","['9992607537', '9994723478']"
"9995234517","PractitionerRole/vhdir-practitionerrole-9995234517-1","Roxana Franecki","['9992607537', '9994723478']"
"9992507242","PractitionerRole/vhdir-practitionerrole-9992507242-0","Jaime Fuentes","['9998864828', '9992307530']"
"9992507242","PractitionerRole/vhdir-practitionerrole-9992507242-1","Jaime Fuentes","['9998864828', '9992307530']"
"9994224411","PractitionerRole/vhdir-practitionerrole-9994224411-0","Sancho Ramón","['9996348148']"
"9991191923","PractitionerRole/vhdir-practitionerrole-9991191923-0","Johnathan Toy","['9992607537', '9994723478']"
"9991191923","PractitionerRole/vhdir-practitionerrole-9991191923-1","Johnathan Toy","['9992607537', '9994723478']"
"9996941685","PractitionerRole/vhdir-practitionerrole-9996941685-0","Nerissa Volkman","['9991396014', '9990780047', '9996245255']"
"9996941685","PractitionerRole/vhdir-practitionerrole-9996941685-1","Nerissa Volkman","['9991396014', '9990780047', '9996245255']"
"9996941685","PractitionerRole/vhdir-practitionerrole-9996941685-2","Nerissa Volkman","['9991396014', '9990780047', '9996245255']"
"9992901281","PractitionerRole/vhdir-practitionerrole-9992901281-0","Tracy DuBuque","['9998762106', '9996643294', '9990188327']"
"9992901281","PractitionerRole/vhdir-practitionerrole-9992901281-1","Tracy DuBuque","['9998762106', '9996643294', '9990188327']"
"9992901281","PractitionerRole/vhdir-practitionerrole-9992901281-2","Tracy DuBuque","['9998762106', '9996643294', '9990188327']"
"9999274911","PractitionerRole/vhdir-practitionerrole-9999274911-0","Melony Prosacco","['9992607537', '9994723478', '9998962430']"
"9999274911","PractitionerRole/vhdir-practitionerrole-9999274911-1","Melony Prosacco","['9992607537', '9994723478', '9998962430']"
"9999274911","PractitionerRole/vhdir-practitionerrole-9999274911-2","Melony Prosacco","['9992607537', '9994723478', '9998962430']"
"9994020201","PractitionerRole/vhdir-practitionerrole-9994020201-0","Marco Antonio Cazares","['9992307530', '9999774646']"
"9994020201","PractitionerRole/vhdir-practitionerrole-9994020201-1","Marco Antonio Cazares","['9992307530', '9999774646']"
"9992202023","PractitionerRole/vhdir-practitionerrole-9992202023-0","Bart Kemmer","['9998062387', '9991692366']"
"9992202023","PractitionerRole/vhdir-practitionerrole-9992202023-1","Bart Kemmer","['9998062387', '9991692366']"
"9996749313","PractitionerRole/vhdir-practitionerrole-9996749313-0","Valentine Corwin","['9990789741', '9997552602', '9999774646']"
"9996749313","PractitionerRole/vhdir-practitionerrole-9996749313-1","Valentine Corwin","['9990789741', '9997552602', '9999774646']"
"9996749313","PractitionerRole/vhdir-practitionerrole-9996749313-2","Valentine Corwin","['9990789741', '9997552602', '9999774646']"
"9992608956","PractitionerRole/vhdir-practitionerrole-9992608956-0","Martin Wolf","['9992607537', '9994723478', '9998962430']"
"9992608956","PractitionerRole/vhdir-practitionerrole-9992608956-1","Martin Wolf","['9992607537', '9994723478', '9998962430']"
"9992608956","PractitionerRole/vhdir-practitionerrole-9992608956-2","Martin Wolf","['9992607537', '9994723478', '9998962430']"
"9999870674","PractitionerRole/vhdir-practitionerrole-9999870674-0","Marcella Runte","['9990789741', '9997552602', '9999774646']"
"9999870674","PractitionerRole/vhdir-practitionerrole-9999870674-1","Marcella Runte","['9990789741', '9997552602', '9999774646']"
"9999870674","PractitionerRole/vhdir-practitionerrole-9999870674-2","Marcella Runte","['9990789741', '9997552602', '9999774646']"
"9990284637","PractitionerRole/vhdir-practitionerrole-9990284637-0","Marcos Meléndez","['9995935572', '9998962430']"
"9990284637","PractitionerRole/vhdir-practitionerrole-9990284637-1","Marcos Meléndez","['9995935572', '9998962430']"
"9990082787","PractitionerRole/vhdir-practitionerrole-9990082787-0","Edgardo Hirthe","['9997552602', '9999774646']"
"9990082787","PractitionerRole/vhdir-practitionerrole-9990082787-1","Edgardo Hirthe","['9997552602', '9999774646']"
"9993810094","PractitionerRole/vhdir-practitionerrole-9993810094-0","Adolph Morissette","['9995630533']"
"9996840202","PractitionerRole/vhdir-practitionerrole-9996840202-0","Alicia Aparicio","['9995935572', '9998962430']"
"9996840202","PractitionerRole/vhdir-practitionerrole-9996840202-1","Alicia Aparicio","['9995935572', '9998962430']"
"9993618995","PractitionerRole/vhdir-practitionerrole-9993618995-0","Alejandro Willms","['9997552602', '9999774646', '9990789741']"
"9993618995","PractitionerRole/vhdir-practitionerrole-9993618995-1","Alejandro Willms","['9997552602', '9999774646', '9990789741']"
"9993618995","PractitionerRole/vhdir-practitionerrole-9993618995-2","Alejandro Willms","['9997552602', '9999774646', '9990789741']"
"9991890835","PractitionerRole/vhdir-practitionerrole-9991890835-0","Antonio Batista","['9999670259']"
"9997254479","PractitionerRole/vhdir-practitionerrole-9997254479-0","Sam Schamberger","['9990085657', '9994521488']"
"9997254479","PractitionerRole/vhdir-practitionerrole-9997254479-1","Sam Schamberger","['9990085657', '9994521488']"
"9992305997","PractitionerRole/vhdir-practitionerrole-9992305997-0","Sofia Castellanos","['9991396014']"
"9996840343","PractitionerRole/vhdir-practitionerrole-9996840343-0","Gustavo Preciado","['9992006923', '9998269624']"
